n,lam,beta,<H1>,<-err,\int_0^{beta} \dtau <H1(tau)H1>,<--std,\int_0^{beta} \dtau tau <H1(tau)H1>,<--std,\int_0^{beta/2} \dtau tau <H1(tau)H1>,<--std,rng,Tsteps,steps,stepsPerMeasurement,<sign>,<--std,<q>,qmax,time (s)
2,-0.2638190954773869,20.0,0.00704,0.000585769668,0.0353661491,0.00169334342,0.352987938,0.0169272355,0.0141294307,0.00137877513,116633646,20000000,1000000,10,1,0,0.5057,8,20.6
2,-0.24874371859296485,20.0,0.00644,0.000540438614,0.0341410061,0.0015045838,0.341112519,0.0149778775,0.0127655715,0.00124037169,116633646,20000000,1000000,10,1,0,0.49606,8,20.52
2,-0.23366834170854278,20.0,0.006,0.000553194447,0.0306453118,0.00147923359,0.30645128,0.0147536011,0.0123307897,0.00125557193,116633646,20000000,1000000,10,1,0,0.49262,8,20.46
2,-0.21859296482412072,20.0,0.0058,0.000567386738,0.0306585633,0.00148439041,0.30621871,0.0148133458,0.0117029465,0.00109775186,116633646,20000000,1000000,10,1,0,0.49138,8,20.29
2,-0.20351758793969865,20.0,0.00506,0.000522952692,0.0277217315,0.00139981928,0.277164798,0.0140104306,0.0107499274,0.00104615526,116633646,20000000,1000000,10,1,0,0.49038,8,20.26
2,-0.18844221105527637,20.0,0.00454,0.000516741412,0.0275529208,0.00141934556,0.275824083,0.0142160202,0.00996118219,0.00111900351,116633646,20000000,1000000,10,1,0,0.48782,8,20.25
2,-0.1733668341708543,20.0,0.0041,0.000523695549,0.0282506109,0.00131790639,0.282625816,0.0131978279,0.0104143646,0.00105092585,116633646,20000000,1000000,10,1,0,0.48566,8,20.27
2,-0.15829145728643224,20.0,0.00424,0.00052953871,0.0270247742,0.00137344733,0.270670639,0.0136741965,0.00885912943,0.00109056996,116633646,20000000,1000000,10,1,0,0.4825,8,20.18
2,-0.14321608040201017,20.0,0.00358,0.0005267297,0.0258409941,0.00117730798,0.25842479,0.0117754367,0.00830164782,0.000925057012,116633646,20000000,1000000,10,1,0,0.48106,8,19.74
2,-0.1281407035175881,20.0,0.00236,0.000482756476,0.0251890554,0.00120715298,0.253054208,0.0121507989,0.00798891236,0.00104073042,116633646,20000000,1000000,10,1,0,0.48378,8,19.72
2,-0.11306532663316582,20.0,0.00276,0.000462151421,0.0253579826,0.00114070052,0.253467578,0.0113732221,0.00781993894,0.00101603179,116633646,20000000,1000000,10,1,0,0.48798,10,19.82
2,-0.09798994974874375,20.0,0.00178,0.000493864362,0.0231166371,0.0012192433,0.231893985,0.0121871394,0.00719558184,0.000966061992,116633646,20000000,1000000,10,1,0,0.48152,10,19.76
2,-0.08291457286432169,20.0,0.00154,0.000563011124,0.023625551,0.00115741898,0.236258507,0.0115891854,0.00577315922,0.000894706634,116633646,20000000,1000000,10,1,0,0.47318,10,19.72
2,-0.06783919597989962,20.0,0.00124,0.000487854083,0.0232221228,0.00123079124,0.232276286,0.0123082887,0.00751984959,0.00103842886,116633646,20000000,1000000,10,1,0,0.48054,10,19.76
2,-0.05276381909547734,20.0,0.00072,0.000546186487,0.0239518791,0.00107310927,0.240363503,0.0107700119,0.00628349912,0.000945618998,116633646,20000000,1000000,10,1,0,0.48186,10,19.76
2,-0.03768844221105527,20.0,0.00058,0.000520131278,0.0227284529,0.00110636763,0.227045679,0.0110591551,0.00662303455,0.000936434583,116633646,20000000,1000000,10,1,0,0.47504,8,19.58
2,-0.022613065326633208,20.0,0.00018,0.000477895319,0.0228453368,0.0011376284,0.228573205,0.0113926428,0.00594164231,0.000799166395,116633646,20000000,1000000,10,1,0,0.4698,8,19.63
2,-0.007537688442211143,20.0,-0.00016,0.000484185235,0.022803029,0.00108119791,0.22851118,0.010874698,0.00646745716,0.000873711958,116633646,20000000,1000000,10,1,0,0.47034,8,19.61
2,0.007537688442210921,20.0,-0.00012,0.000516341782,0.0224456329,0.00113538481,0.225001665,0.0114267349,0.00556269593,0.00093303026,116633646,20000000,1000000,10,1,0,0.47184,8,19.61
2,0.022613065326633208,20.0,-0.00018,0.000494417023,0.0223905433,0.00122720501,0.223304092,0.0121558546,0.00619841639,0.000944359953,116633646,20000000,1000000,10,1,0,0.4707,8,19.63
2,0.03768844221105527,20.0,-0.0012,0.00045504755,0.0221459378,0.00109274932,0.222302319,0.0108865828,0.00548311937,0.000963657171,116633646,20000000,1000000,10,1,0,0.47576,8,19.58
2,0.05276381909547734,20.0,-0.00072,0.000541756773,0.0250797078,0.0011838706,0.252229134,0.0119035024,0.00671367969,0.00103996142,116633646,20000000,1000000,10,1,0,0.48146,10,19.75
2,0.0678391959798994,20.0,-0.00166,0.000497158189,0.0239762685,0.00114976204,0.24083936,0.0116071046,0.00609191027,0.000950267122,116633646,20000000,1000000,10,1,0,0.47916,10,19.76
2,0.08291457286432147,20.0,-0.00128,0.000509198914,0.023107654,0.00108940046,0.231979561,0.0109484305,0.00532270587,0.000928432644,116633646,20000000,1000000,10,1,0,0.47548,10,19.78
2,0.09798994974874375,20.0,-0.00242,0.000486952658,0.0254224633,0.00114675774,0.255018982,0.0115016363,0.0070443004,0.000998050807,116633646,20000000,1000000,10,1,0,0.4834,10,19.79
2,0.11306532663316582,20.0,-0.00254,0.000509541096,0.0254662469,0.00116213638,0.25520501,0.0116803521,0.00840418575,0.00105859316,116633646,20000000,1000000,10,1,0,0.48812,10,19.83
2,0.12814070351758788,20.0,-0.00236,0.000482756476,0.0251890554,0.00120715298,0.253054208,0.0121507989,0.00798891236,0.00104073042,116633646,20000000,1000000,10,1,0,0.48378,8,19.66
2,0.14321608040200995,20.0,-0.00358,0.0005267297,0.0258409941,0.00117730798,0.25842479,0.0117754367,0.00830164782,0.000925057012,116633646,20000000,1000000,10,1,0,0.48106,8,19.74
2,0.158291457286432,20.0,-0.00424,0.00052953871,0.0270247742,0.00137344733,0.270670639,0.0136741965,0.00885912943,0.00109056996,116633646,20000000,1000000,10,1,0,0.4825,8,20.26
2,0.1733668341708543,20.0,-0.00482,0.000507247078,0.0277162543,0.00139350601,0.276867467,0.013891483,0.00996803041,0.00108533325,116633646,20000000,1000000,10,1,0,0.4864,8,20.25
2,0.18844221105527637,20.0,-0.00514,0.000552760142,0.0281052094,0.00141796221,0.281000123,0.0141977779,0.0105694399,0.0010838063,116633646,20000000,1000000,10,1,0,0.48852,8,20.22
2,0.20351758793969843,20.0,-0.0047,0.000531762244,0.0284437196,0.00131044891,0.28444243,0.0131072979,0.0108908717,0.00100786654,116633646,20000000,1000000,10,1,0,0.48942,8,20.3
2,0.2185929648241205,20.0,-0.00554,0.000541485388,0.0301698235,0.00156637772,0.301900917,0.0156173667,0.0111237027,0.00127217997,116633646,20000000,1000000,10,1,0,0.49054,8,20.26
2,0.23366834170854256,20.0,-0.006,0.000542935647,0.0330654539,0.00151574281,0.330049649,0.0151694182,0.0131459121,0.00107247971,116633646,20000000,1000000,10,1,0,0.49264,8,20.47
2,0.24874371859296485,20.0,-0.00622,0.000565442571,0.0338021806,0.00166890872,0.33706147,0.0166126993,0.015882272,0.00147073424,116633646,20000000,1000000,10,1,0,0.49706,8,20.49
2,0.2638190954773869,20.0,-0.00602,0.000567031302,0.0342968277,0.00166041128,0.342544807,0.0166110242,0.0150296484,0.00131591405,116633646,20000000,1000000,10,1,0,0.50586,8,20.58
2,0.278894472361809,20.0,-0.00718,0.000582707984,0.0366979301,0.00164699966,0.365860778,0.0164384873,0.0168024836,0.00146392604,116633646,20000000,1000000,10,1,0,0.51148,8,20.79
2,0.29396984924623104,20.0,-0.00744,0.000524294898,0.0399018359,0.00164205717,0.399154715,0.0164784976,0.0182414458,0.00132626007,116633646,20000000,1000000,10,1,0,0.51776,8,20.71
2,0.3090452261306531,20.0,-0.00886,0.000589739579,0.0420946613,0.00195462295,0.421549164,0.0196557182,0.0194323607,0.00153455203,116633646,20000000,1000000,10,1,0,0.52366,8,20.72
2,0.3241206030150754,20.0,-0.0086,0.000556956734,0.0426211794,0.00184399232,0.426491621,0.0185434194,0.0202367697,0.00140732539,116633646,20000000,1000000,10,1,0,0.52772,8,21.3
2,0.33919597989949746,20.0,-0.0104,0.000609298761,0.048187582,0.00194270475,0.481880866,0.0194982912,0.0242170628,0.00157732356,116633646,20000000,1000000,10,1,0,0.54136,10,20.96
2,0.3542713567839195,20.0,-0.01022,0.000610653741,0.0506766993,0.00202730211,0.507359581,0.020349761,0.0270066392,0.00196169738,116633646,20000000,1000000,10,1,0,0.5481,10,21.06
2,0.3693467336683416,20.0,-0.01118,0.000594849379,0.0556140032,0.00216233389,0.554247116,0.0214793908,0.0315836243,0.00217381891,116633646,20000000,1000000,10,1,0,0.56442,10,21.62
2,0.38442211055276365,20.0,-0.01128,0.000657247516,0.0575498488,0.00232770703,0.574575349,0.0232768301,0.0310731154,0.00212129014,116633646,20000000,1000000,10,1,0,0.57084,10,21.43
2,0.39949748743718594,20.0,-0.01358,0.000699063056,0.0625584817,0.00264614993,0.624595224,0.0264119937,0.0353411918,0.00261666001,116633646,20000000,1000000,10,1,0,0.58086,10,21.29
2,0.414572864321608,20.0,-0.01462,0.000749713734,0.0694472448,0.00277269746,0.694050165,0.0276453082,0.0435166468,0.00276616957,116633646,20000000,1000000,10,1,0,0.58694,10,21.55
2,0.42964824120603007,20.0,-0.01478,0.000698971131,0.0697620982,0.00277289215,0.69853088,0.0277144384,0.0410597461,0.00266990838,116633646,20000000,1000000,10,1,0,0.59082,10,21.67
2,0.44472361809045213,20.0,-0.0153,0.000767329903,0.073664175,0.00297403293,0.737424937,0.029770469,0.0461908344,0.00270249562,116633646,20000000,1000000,10,1,0,0.59288,10,22.15
2,0.4597989949748742,20.0,-0.01626,0.000766550716,0.0801532237,0.00310650283,0.801118492,0.0311807319,0.0496762941,0.00289403473,116633646,20000000,1000000,10,1,0,0.59998,10,21.81
2,0.4748743718592965,20.0,-0.01794,0.000754787664,0.0866289152,0.00321139792,0.866000153,0.0322046032,0.056545444,0.0029738015,116633646,20000000,1000000,10,1,0,0.62106,10,21.93
2,0.48994974874371855,20.0,-0.01862,0.000758871494,0.0973264776,0.00349187599,0.972062883,0.0348787228,0.066391615,0.0035485873,116633646,20000000,1000000,10,1,0,0.63838,10,22.53
2,0.5050251256281406,20.0,-0.02106,0.000866550193,0.107586347,0.00381356942,1.07642549,0.0382006735,0.0756812276,0.00376594303,116633646,20000000,1000000,10,1,0,0.6544,10,22.74
2,0.5201005025125629,20.0,-0.02268,0.000924494,0.11887128,0.0046380473,1.1881385,0.0464610234,0.0893758281,0.00495341191,116633646,20000000,1000000,10,1,0,0.67966,10,22.91
2,0.5351758793969847,20.0,-0.02458,0.000865500296,0.131389703,0.00428169259,1.31319494,0.0429765346,0.0996416029,0.00454291961,116633646,20000000,1000000,10,1,0,0.68212,10,23.06
2,0.550251256281407,20.0,-0.0267,0.000993977851,0.145421726,0.00492139127,1.45520764,0.0492850715,0.115647477,0.00551644447,116633646,20000000,1000000,10,1,0,0.69792,10,22.83
2,0.5653266331658289,20.0,-0.02834,0.000926938217,0.159726631,0.00493443822,1.59661863,0.0494579202,0.133534718,0.00545800995,116633646,20000000,1000000,10,1,0,0.71796,10,23.29
2,0.5804020100502512,20.0,-0.0308,0.000986576572,0.177264001,0.00534199145,1.77295541,0.0537337787,0.148381819,0.00573611912,116633646,20000000,1000000,10,1,0,0.741,10,23.79
2,0.5954773869346734,20.0,-0.03054,0.00100202285,0.183752742,0.00571074021,1.83694266,0.0571217918,0.162606851,0.00660283914,116633646,20000000,1000000,10,1,0,0.75968,10,23.53
2,0.6105527638190953,20.0,-0.03638,0.00107844079,0.223358901,0.00662366521,2.2303456,0.0662576114,0.204442849,0.00773855206,116633646,20000000,1000000,10,1,0,0.78608,10,24.34
2,0.6256281407035176,20.0,-0.03938,0.00109492366,0.251512895,0.00688317917,2.51363377,0.0687446395,0.246250121,0.00887411183,116633646,20000000,1000000,10,1,0,0.79992,10,24.53
2,0.6407035175879394,20.0,-0.0418,0.00109830099,0.27550266,0.00741444376,2.75580979,0.0740085945,0.275585085,0.00945111979,116633646,20000000,1000000,10,1,0,0.81304,10,24.71
2,0.6557788944723617,20.0,-0.04506,0.00118744503,0.309269486,0.00832304465,3.09153718,0.0831435719,0.32345621,0.0111462458,116633646,20000000,1000000,10,1,0,0.84658,10,24.95
2,0.670854271356784,20.0,-0.04892,0.0012354106,0.346494331,0.00893233266,3.46550796,0.0894476674,0.372978,0.0116914552,116633646,20000000,1000000,10,1,0,0.87828,10,25.44
2,0.6859296482412058,20.0,-0.05574,0.00131067964,0.410726085,0.0100473396,4.10711039,0.100363875,0.452271264,0.0137575572,116633646,20000000,1000000,10,1,0,0.9117,10,31.33
2,0.7010050251256281,20.0,-0.06158,0.00135000164,0.480022487,0.0110081007,4.79965912,0.110166112,0.552583874,0.015774944,116633646,20000000,1000000,10,1,0,0.94984,12,31.32
2,0.71608040201005,20.0,-0.06744,0.00144378797,0.54955753,0.0123123124,5.49603899,0.123138909,0.656505803,0.0184196768,116633646,20000000,1000000,10,1,0,0.98958,12,31.2
2,0.7311557788944723,20.0,-0.0728,0.00147067725,0.622347825,0.0132180422,6.22438837,0.132256148,0.765170676,0.0194633655,116633646,20000000,1000000,10,1,0,1.02742,10,32.22
2,0.7462311557788945,20.0,-0.08656,0.00175206866,0.784149119,0.0164781622,7.84309185,0.165084653,1.01008729,0.0245213587,116633646,20000000,1000000,10,1,0,1.10886,10,32.93
2,0.7613065326633164,20.0,-0.09478,0.00203113477,0.91264767,0.0201203992,9.12801191,0.201396918,1.23770001,0.0314787194,116633646,20000000,1000000,10,1,0,1.18158,10,28.6
2,0.7763819095477387,20.0,-0.10952,0.00211949225,1.10713897,0.0226561528,11.0744309,0.226589514,1.5456333,0.0370548458,116633646,20000000,1000000,10,1,0,1.23454,10,29.67
2,0.7914572864321605,20.0,-0.12294,0.00210149727,1.32436965,0.0236648911,13.2418395,0.236941064,1.93818376,0.0394617,116633646,20000000,1000000,10,1,0,1.32484,10,30.56
2,0.8065326633165828,20.0,-0.13974,0.00213559657,1.58837055,0.0248223388,15.8815816,0.248288248,2.38367662,0.0420218896,116633646,20000000,1000000,10,1,0,1.38384,12,31.66
2,0.8216080402010051,20.0,-0.15422,0.00249762264,1.87377464,0.0313397803,18.7431891,0.313695937,2.93523147,0.0540386964,116633646,20000000,1000000,10,1,0,1.44256,12,32.68
2,0.8366834170854269,20.0,-0.18094,0.00257374479,2.33762074,0.0339660193,23.3750074,0.339739523,3.78434647,0.0597548311,116633646,20000000,1000000,10,1,0,1.5505,12,33.57
2,0.8517587939698492,20.0,-0.21026,0.00256140053,2.91981175,0.0361843978,29.1994543,0.361995484,4.94141091,0.0669701942,116633646,20000000,1000000,10,1,0,1.64862,12,36.84
2,0.8668341708542711,20.0,-0.24248,0.00270374543,3.59310752,0.0406104395,35.9378718,0.406252696,6.27072048,0.077156375,116633646,20000000,1000000,10,1,0,1.75334,12,35.06
2,0.8819095477386933,20.0,-0.28466,0.00314392664,4.54145631,0.0502307973,45.4207396,0.502177184,8.25474552,0.097114404,116633646,20000000,1000000,10,1,0,1.88688,12,36.49
2,0.8969849246231156,20.0,-0.33066,0.00301566486,5.6785653,0.0517509876,56.7876756,0.517817043,10.7045981,0.102632513,116633646,20000000,1000000,10,1,0,1.99244,12,44.11
2,0.9120603015075375,20.0,-0.3845,0.00315238802,7.09156339,0.0564327716,70.9202765,0.564340454,13.8034643,0.114885896,116633646,20000000,1000000,10,1,0,2.11534,10,41.69
2,0.9271356783919598,20.0,-0.45306,0.00345710165,8.96279291,0.0661635343,89.6212707,0.661446689,17.9934658,0.137540137,116633646,20000000,1000000,10,1,0,2.27118,12,50.4
2,0.9422110552763816,20.0,-0.53412,0.00323585932,11.3668105,0.0662550239,113.665376,0.662200089,23.4971527,0.141354625,116633646,20000000,1000000,10,1,0,2.35272,12,50.51
2,0.9572864321608039,20.0,-0.62362,0.00351508259,14.1682425,0.0755229284,141.68946,0.754429317,30.0407334,0.163739181,116633646,20000000,1000000,10,1,0,2.50496,12,43.07
2,0.9723618090452262,20.0,-0.7294,0.0032784069,17.6442229,0.0750626055,176.443673,0.750802648,38.3119827,0.165131537,116633646,20000000,1000000,10,1,0,2.61394,12,49.66
2,0.987437185929648,20.0,-0.83348,0.00342544788,21.3460774,0.0900786816,213.458242,0.900842976,47.3309104,0.206213149,116633646,20000000,1000000,10,1,0,2.7248,12,44.63
2,1.0025125628140703,20.0,-0.94464,0.00311575244,25.5213844,0.0876918594,255.220867,0.876989523,57.6196002,0.205172825,116633646,20000000,1000000,10,1,0,2.76252,14,53.91
2,1.0175879396984921,20.0,-1.0641,0.00326013403,30.1633935,0.100318831,301.628625,1.00304583,69.1645389,0.238786214,116633646,20000000,1000000,10,1,0,2.77026,12,54.66
2,1.0326633165829144,20.0,-1.17552,0.00349889805,34.8038497,0.12009952,348.040385,1.20190722,80.9026517,0.288934394,116633646,20000000,1000000,10,1,0,2.73878,12,54.03
2,1.0477386934673367,20.0,-1.2744,0.0033417404,39.1471821,0.127195875,391.470386,1.27271225,92.0216649,0.312957915,116633646,20000000,1000000,10,1,0,2.71612,14,51.94
2,1.0628140703517586,20.0,-1.37026,0.00297299249,43.5355109,0.117572954,435.348285,1.17605912,103.343711,0.293677973,116633646,20000000,1000000,10,1,0,2.62082,12,45.7
2,1.0778894472361809,20.0,-1.45512,0.00333436867,47.5857582,0.136548893,475.862667,1.36535895,113.861645,0.341771446,116633646,20000000,1000000,10,1,0,2.50696,12,48.85
2,1.0929648241206027,20.0,-1.53544,0.00323609562,51.4677669,0.144545691,514.678135,1.44559864,123.979322,0.366528583,116633646,20000000,1000000,10,1,0,2.39214,12,56.97
2,1.108040201005025,20.0,-1.59048,0.00323234755,54.4436465,0.142935354,544.429798,1.43008341,131.891333,0.362041696,116633646,20000000,1000000,10,1,0,2.28988,12,49.38
2,1.1231155778894473,20.0,-1.64654,0.00283589188,57.3748876,0.133125033,573.757147,1.33090695,139.620475,0.341099229,116633646,20000000,1000000,10,1,0,2.18046,12,39.54
2,1.1381909547738691,20.0,-1.68686,0.00285023807,59.7155423,0.134323153,597.155082,1.34286002,145.906699,0.344155457,116633646,20000000,1000000,10,1,0,2.07308,12,42.26
2,1.1532663316582914,20.0,-1.72774,0.00256183951,61.9784253,0.123543252,619.780628,1.23570301,151.925324,0.317433862,116633646,20000000,1000000,10,1,0,1.97164,10,37.58
2,1.1683417085427132,20.0,-1.75932,0.00246170477,63.8889424,0.120882289,638.884436,1.20894112,157.052728,0.310779696,116633646,20000000,1000000,10,1,0,1.8548,12,39.99
2,1.1834170854271355,20.0,-1.79096,0.00243870925,65.7224104,0.117566475,657.226154,1.17554443,161.940462,0.301826064,116633646,20000000,1000000,10,1,0,1.7436,12,47.68
2,1.1984924623115578,20.0,-1.81186,0.00251616493,67.0630294,0.117855786,670.628591,1.17892269,165.559385,0.301851608,116633646,20000000,1000000,10,1,0,1.66194,12,37.91
2,1.2135678391959797,20.0,-1.83148,0.00215206037,68.3005083,0.105879807,683.00652,1.05892977,168.887169,0.272815306,116633646,20000000,1000000,10,1,0,1.57606,10,33.94
2,1.228643216080402,20.0,-1.85054,0.0019830693,69.4763135,0.100026183,694.762611,1.0001675,172.039223,0.258010973,116633646,20000000,1000000,10,1,0,1.49698,12,36.51
2,1.2437185929648238,20.0,-1.86188,0.00194364953,70.3092973,0.0967545936,703.09043,0.967575808,174.311411,0.248626201,116633646,20000000,1000000,10,1,0,1.42938,12,39.75
2,1.258793969849246,20.0,-1.87622,0.00192636704,71.223911,0.0943745161,712.238932,0.943669145,176.756707,0.242237072,116633646,20000000,1000000,10,1,0,1.359,10,37.47
2,1.2738693467336684,20.0,-1.88964,0.00181190884,72.0678937,0.0899847636,720.677918,0.89988137,179.00862,0.230917522,116633646,20000000,1000000,10,1,0,1.28998,12,33.54
2,1.2889447236180902,20.0,-1.89876,0.00163479043,72.7066636,0.0811075033,727.067735,0.811075497,180.727228,0.208259934,116633646,20000000,1000000,10,1,0,1.23162,10,30.79
2,1.3040201005025125,20.0,-1.90792,0.00156604739,73.3269659,0.0783866365,733.271235,0.783898289,182.388584,0.201371898,116633646,20000000,1000000,10,1,0,1.17356,10,30.37
2,1.3190954773869343,20.0,-1.91422,0.0015323704,73.7779139,0.0758333112,737.779057,0.758218856,183.605231,0.194417445,116633646,20000000,1000000,10,1,0,1.13406,10,29.72
2,1.3341708542713566,20.0,-1.9223,0.00151221267,74.2887534,0.0729539956,742.886441,0.729529454,184.961153,0.186616599,116633646,20000000,1000000,10,1,0,1.09084,10,28.46
2,1.349246231155779,20.0,-1.9277,0.00141763137,74.6884485,0.069291267,746.885274,0.69294984,186.034919,0.177233027,116633646,20000000,1000000,10,1,0,1.04716,10,28.65
2,1.3643216080402008,20.0,-1.9328,0.00127622687,75.0298951,0.0633951038,750.297956,0.633983514,186.947041,0.162501054,116633646,20000000,1000000,10,1,0,1.02004,10,27.86
2,1.379396984924623,20.0,-1.93574,0.00128998677,75.3120371,0.0638759008,753.120624,0.638852892,187.713788,0.163476532,116633646,20000000,1000000,10,1,0,0.97828,10,28.12
2,1.3944723618090453,20.0,-1.94138,0.00124892822,75.6668172,0.0632453113,756.668592,0.632576125,188.64968,0.161964998,116633646,20000000,1000000,10,1,0,0.94406,10,27.77
2,1.4095477386934672,20.0,-1.94546,0.00120921562,75.9549958,0.0591288935,759.551075,0.5913852,189.415476,0.150921574,116633646,20000000,1000000,10,1,0,0.91116,10,26.62
2,1.4246231155778895,20.0,-1.94976,0.0011528599,76.2246231,0.0557459356,762.245263,0.557565407,190.126407,0.142204718,116633646,20000000,1000000,10,1,0,0.88798,10,26.99
2,1.4396984924623113,20.0,-1.95066,0.00116864044,76.3562114,0.0573657094,763.562406,0.573730557,190.490422,0.146228817,116633646,20000000,1000000,10,1,0,0.86694,10,26.21
2,1.4547738693467336,20.0,-1.95498,0.00109269131,76.6160711,0.0526449106,766.161232,0.526438962,191.171208,0.134023671,116633646,20000000,1000000,10,1,0,0.8416,10,26.76
2,1.4698492462311559,20.0,-1.95678,0.00113422762,76.7658521,0.0544889558,767.657134,0.544985523,191.573745,0.13858034,116633646,20000000,1000000,10,1,0,0.82376,10,26.24
2,1.4849246231155777,20.0,-1.95882,0.00101694005,76.9246856,0.0479776482,769.24559,0.47989054,191.99665,0.121890181,116633646,20000000,1000000,10,1,0,0.80172,10,25.25
2,1.5,20.0,-1.96082,0.00101757172,77.0844949,0.0492000535,770.844006,0.49209737,192.420679,0.125134688,116633646,20000000,1000000,10,1,0,0.77716,10,25.57
2,-1.5,5.0,1.93928,0.00133064226,19.1568597,0.0156615245,47.8921493,0.0391538113,11.9424018,0.0101831973,2161158202,20000000,1000000,10,1,0,0.19748,4,15.22
2,-1.484924623115578,5.0,1.93526,0.0013398921,19.105314,0.0162392502,47.763285,0.0405981256,11.9084776,0.0105901973,2161158202,20000000,1000000,10,1,0,0.2021,4,15.25
2,-1.4698492462311559,5.0,1.92706,0.00134799628,19.014771,0.0163413465,47.5369275,0.0408533663,11.8505265,0.0106621238,2161158202,20000000,1000000,10,1,0,0.20704,4,15.3
2,-1.4547738693467336,5.0,1.91958,0.00165367256,18.9324521,0.0192479079,47.3311302,0.0481197698,11.7976067,0.0124669453,2161158202,20000000,1000000,10,1,0,0.21158,4,16.1
2,-1.4396984924623115,5.0,1.90978,0.00163919316,18.8232468,0.0186934473,47.058117,0.0467336183,11.727566,0.0120779049,2161158202,20000000,1000000,10,1,0,0.21796,4,15.36
2,-1.4246231155778895,5.0,1.90268,0.00164233353,18.7388039,0.0190661255,46.8470098,0.0476653136,11.6727126,0.0123519293,2161158202,20000000,1000000,10,1,0,0.22466,4,15.4
2,-1.4095477386934674,5.0,1.89242,0.00166302043,18.6269303,0.0198343093,46.5673257,0.0495857732,11.6010992,0.0129090375,2161158202,20000000,1000000,10,1,0,0.22946,4,15.39
2,-1.3944723618090453,5.0,1.88032,0.00178041284,18.492155,0.0208465785,46.2303876,0.0521164463,11.5147392,0.013542817,2161158202,20000000,1000000,10,1,0,0.23706,4,15.35
2,-1.379396984924623,5.0,1.86864,0.00179753334,18.3633537,0.0203184167,45.9083841,0.0507960417,11.4323695,0.0131397592,2161158202,20000000,1000000,10,1,0,0.2427,4,15.41
2,-1.364321608040201,5.0,1.8523,0.0018642806,18.187957,0.0218493635,45.4698925,0.0546234088,11.3206288,0.0142063748,2161158202,20000000,1000000,10,1,0,0.24916,6,15.48
2,-1.349246231155779,5.0,1.8348,0.00196409539,18.0003903,0.0221803746,45.0009756,0.0554509364,11.2012253,0.014344081,2161158202,20000000,1000000,10,1,0,0.25566,6,13.16
2,-1.3341708542713568,5.0,1.817,0.00214195047,17.8079542,0.0241870792,44.5198854,0.060467698,11.07859,0.0156243196,2161158202,20000000,1000000,10,1,0,0.26408,6,13.14
2,-1.3190954773869348,5.0,1.79574,0.00214153081,17.5796755,0.0239298776,43.9491888,0.0598246941,10.933185,0.0154495336,2161158202,20000000,1000000,10,1,0,0.27256,6,13.33
2,-1.3040201005025125,5.0,1.77414,0.00231648571,17.3505202,0.0256258649,43.3763006,0.0640646623,10.7876634,0.0164898601,2161158202,20000000,1000000,10,1,0,0.27948,6,13.42
2,-1.2889447236180904,5.0,1.74906,0.00234804576,17.086909,0.0262102257,42.7172915,0.0655225853,10.620914,0.0169129841,2161158202,20000000,1000000,10,1,0,0.2843,6,13.25
2,-1.2738693467336684,5.0,1.72074,0.00232132804,16.7865981,0.0260292981,41.966457,0.0650783411,10.430197,0.0168263752,2161158202,20000000,1000000,10,1,0,0.2921,6,13.45
2,-1.2587939698492463,5.0,1.68288,0.00251350217,16.3959358,0.0266731513,40.9898207,0.0666872357,10.1838369,0.0170886566,2161158202,20000000,1000000,10,1,0,0.30444,6,13.33
2,-1.2437185929648242,5.0,1.6496,0.00253603745,16.051732,0.0271177978,40.1293685,0.0677915156,9.96672376,0.0173794151,2161158202,20000000,1000000,10,1,0,0.30862,6,13.34
2,-1.228643216080402,5.0,1.61258,0.00243917459,15.6733405,0.0265632886,39.1834478,0.066403677,9.7285267,0.0171068474,2161158202,20000000,1000000,10,1,0,0.31104,6,13.51
2,-1.2135678391959799,5.0,1.57274,0.00269164437,15.2611982,0.0288442594,38.1530343,0.0721073802,9.46858953,0.0184809899,2161158202,20000000,1000000,10,1,0,0.31738,6,13.39
2,-1.1984924623115578,5.0,1.52664,0.00284803208,14.790353,0.0299146843,36.9759214,0.0747837572,9.17228589,0.0191017228,2161158202,20000000,1000000,10,1,0,0.32154,6,13.3
2,-1.1834170854271358,5.0,1.47844,0.00276507653,14.2960639,0.0288000188,35.7401989,0.07199505,8.86129585,0.0183847505,2161158202,20000000,1000000,10,1,0,0.32602,6,13.36
2,-1.1683417085427137,5.0,1.42418,0.00316216819,13.7446952,0.0322122415,34.3618162,0.0805248188,8.51444368,0.0204567043,2161158202,20000000,1000000,10,1,0,0.3347,6,13.14
2,-1.1532663316582914,5.0,1.3637,0.00297945441,13.1371914,0.0304456163,32.8430177,0.0761177081,8.1341472,0.0193016907,2161158202,20000000,1000000,10,1,0,0.33546,6,13.26
2,-1.1381909547738693,5.0,1.3103,0.00298860621,12.5863936,0.0306042523,31.4660036,0.0765111276,7.78718932,0.0194508147,2161158202,20000000,1000000,10,1,0,0.33858,6,13.06
2,-1.1231155778894473,5.0,1.24426,0.00314147818,11.9203421,0.0313841663,29.8009143,0.0784632707,7.36935353,0.0198558814,2161158202,20000000,1000000,10,1,0,0.3409,6,13.06
2,-1.1080402010050252,5.0,1.18084,0.00330224118,11.2882252,0.0328448012,28.220642,0.0821082486,6.97471011,0.0207237955,2161158202,20000000,1000000,10,1,0,0.34044,6,13.22
